Participant_ID,Mean_Accuracy,Mean_ResponseTime,Gender,Delta_TP9_mean,Delta_AF7_mean,Delta_AF8_mean,Delta_TP10_mean,Theta_TP9_mean,Theta_AF7_mean,Theta_AF8_mean,Theta_TP10_mean,Alpha_TP9_mean,Alpha_AF7_mean,Alpha_AF8_mean,Alpha_TP10_mean,Beta_TP9_mean,Beta_AF7_mean,Beta_AF8_mean,Beta_TP10_mean,Gamma_TP9_mean,Gamma_AF7_mean,Gamma_AF8_mean,Gamma_TP10_mean,GSR RAW_mean,GSR Resistance CAL_mean,GSR Conductance CAL_mean,ET_GazeLeftx_mean,ET_GazeLefty_mean,ET_GazeRightx_mean,ET_GazeRighty_mean,ET_PupilLeft_mean,ET_PupilRight_mean,ET_TimeSignal_mean,ET_DistanceLeft_mean,ET_DistanceRight_mean,ET_CameraLeftX_mean,ET_CameraLeftY_mean,ET_CameraRightX_mean,ET_CameraRightY_mean,ET_ValidityLeft_mean,ET_ValidityRight_mean,Row_mean,SampleNumber_mean,Anger_mean,Contempt_mean,Disgust_mean,Fear_mean,Joy_mean,Sadness_mean,Surprise_mean,Engagement_mean,Valence_mean,Sentimentality_mean,Confusion_mean,Neutral_mean,Attention_mean,Brow Furrow_mean,Brow Raise_mean,Cheek Raise_mean,Chin Raise_mean,Dimpler_mean,Eye Closure_mean,Eye Widen_mean,Inner Brow Raise_mean,Jaw Drop_mean,Lip Corner Depressor_mean,Lip Press_mean,Lip Pucker_mean,Lip Stretch_mean,Lip Suck_mean,Lid Tighten_mean,Mouth Open_mean,Nose Wrinkle_mean,Smile_mean,Smirk_mean,Upper Lip Raise_mean,Blink_mean,BlinkRate_mean,Pitch_mean,Yaw_mean,Roll_mean,Interocular Distance_mean
11,0.681818182,15.57808129,Male,0.844950748,0.367907701,0.422252709,0.861467538,0.764212757,0.159546213,0.174443022,0.740957158,0.932857742,0.238425479,0.269513422,0.884620118,0.524788952,0.040630477,0.18830125,0.559325427,0.037877939,-0.148984305,0.002438837,0.205356364,18504.05432,137.9249285,7.339047726,798.1262944,533.965561,841.6840185,543.1280385,0.2409512,0.224907773,758952.8365,449.7866642,463.9403463,0.331374317,0.285175053,0.231564159,0.347626468,0.593371802,0.414823334,7685.284091,7678.284091,0.497034834,0.022563945,0.076246827,28.13658157,0.024057611,0.032993036,48.57878792,60.44371422,-0.002069605,0.007375107,0.008797187,36.3313503,96.96601877,0.004062131,88.33960205,0.014540658,0.104254399,0.004602146,0.247832424,47.38587995,2.194071591,39.21840653,0.000154081,0.056040705,0.006304736,0.000116324,0.150241014,0.000295006,17.59187294,0.003094289,0.002461394,0.151402972,0.002654968,0.001337285,3.26690511,0.807280789,-4.565292741,2.707356255,174.4639456
12,0.644444444,8.200871327,Female,0.917344869,1.294595673,1.243997928,0.807780168,0.621810282,0.924846422,0.901946484,0.560243219,0.608385586,0.873415576,0.866929282,0.613436827,0.805999401,0.948407363,0.735577804,0.819443179,0.466372329,0.789157283,0.416590125,0.478954986,1255.160592,47.99247676,20.87221736,724.7957276,479.0607484,768.3675603,495.0889496,0.038002964,-0.087330593,664372.6839,474.1922708,464.1412572,0.375523997,0.383694368,0.214955149,0.344462245,0.464172676,0.563431491,6727.5,6721.5,0.339445803,0.337117628,0.26468107,26.10835883,0.024165375,2.302395865,61.25256517,94.61535055,-3.21189883,1.984557505,6.199154909,19.01351607,98.38793505,0.001642894,61.12613229,0.096226484,5.849076583,0.279539161,6.997885718,8.068738391,38.81094408,88.74012465,4.488112152,3.378569812,7.415890564,0.38255994,2.371230049,0.035770904,80.10474508,0.004650182,0.000906153,1.164289164,0.022381966,0.052159551,46.66391495,-0.035512453,0.58673143,2.195132697,136.8740202
13,0.785714286,17.02187549,Male,0.859773007,0.5440352,0.552867305,0.923135621,0.640764875,0.31816208,0.303877335,0.693764965,0.802406836,0.362513619,0.349529513,0.81194792,0.420894735,-0.021662011,0.053942757,0.292943876,-0.014084741,-0.242027213,-0.085297433,-0.076082614,19576.88003,78.54103978,12.81607145,758.9682824,519.0001481,749.48255,542.6857511,0.478702998,0.403210692,762136.5601,599.5470369,607.2560917,0.452159807,0.383571941,0.344591235,0.402016371,0.295881465,0.218763324,7717.595238,7711.595238,0.20065934,0.233350481,0.023615362,0.303994576,0.024252699,0.154493794,0.206266885,0.476368583,-0.036361265,0.138448197,0.844799995,99.24678471,95.88493317,0.463206367,1.839500376,0.157260286,0.178985586,0.11602849,1.168385251,9.631967348,4.121776951,6.180918377,0.123229948,0.294253291,0.723840608,0.146907674,0.183068013,0.041920895,0.947444363,0.062433036,0.001629931,0.147834852,0.015774935,0.012669206,12.42452028,3.58165933,-5.995438982,3.292408174,140.984569
14,0.878787879,18.95198068,Male,0.549592455,0.421906012,0.637797969,0.596412458,0.563289014,0.099017993,0.339717729,0.546046665,0.767943632,0.147422825,0.333062457,0.699979924,0.336295708,-0.453310539,-0.192073067,0.101605056,-0.045749549,-0.797304049,-0.492501121,-0.213583519,18784.32765,114.5791157,8.769907989,360.3523274,153.108413,125.9934291,46.21758205,-0.99261822,-0.981255343,548493.1048,221.5027722,87.67254087,-0.481742459,-0.494598913,-0.810434362,-0.796282727,2.645729766,3.453646005,5548.393939,5542.393939,0.145729819,0.192105018,0.02902922,0.164587296,0.024058394,0.130097221,0.086080397,0.341626632,0.0,0.014546155,0.39440708,99.58289107,97.56527349,0.102596551,0.265637011,0.01971464,0.002583853,5.9e-06,8.106645783,0.225299511,0.503064193,4.007293426,0.018865152,0.000162941,1.152867255,2.54e-06,2.34e-05,0.050948016,4.982471714,0.067401344,7.82e-05,0.007019312,0.271002646,0.006606446,7.214892208,16.42551937,-3.368091222,0.462756878,131.3140904
15,0.666666667,9.658791195,Female,0.946653011,0.326219215,0.998504148,0.927009912,0.735989287,0.097584991,0.61190394,0.747846971,0.977204851,0.215523428,0.61432175,1.072765149,0.537438809,-0.02098222,-0.092444437,0.877680581,0.194772198,-0.241191735,-0.450115519,0.678773042,18056.56305,199.295245,5.054501133,830.7504268,564.9026761,822.2127015,520.8509777,0.63460262,0.545652443,418539.7057,604.3982938,593.919836,0.495175467,0.375799823,0.33533611,0.357829506,0.187926305,0.249405476,4239.630952,4233.630952,0.293712433,0.257623323,0.035135532,3.406534734,0.024118482,2.740089583,2.926199488,31.62249051,-4.807622017,1.993546446,0.010154126,89.18085451,97.99905861,0.003168244,27.80422841,0.049836602,2.845273839,1.586759458,1.189008105,19.56705002,2.126412723,0.038017484,37.36373958,2.389801193,0.005708262,0.404400576,1.063548972,7.39e-05,0.716305006,0.008192351,0.001837284,0.418773647,0.001397516,0.008889811,9.462903498,4.668120768,2.029227213,1.092311757,136.1676452
16,0.733333333,9.316312038,Male,0.835260775,0.848602115,1.231497844,1.185945089,0.76312746,0.56724583,0.835372038,1.081375746,1.098374445,0.691571306,0.852323252,1.064945756,0.361027268,0.094746837,0.172555632,1.108283371,-0.20859542,-0.283144212,-0.217346974,0.897335299,18661.1249,123.2397699,8.140929387,894.0853542,604.6781975,951.9573158,564.8673057,0.748572104,0.78762717,502769.8188,643.4711638,646.1226621,0.559640082,0.441363399,0.434111052,0.44321623,0.152968329,0.138978699,5092.088889,5086.088889,0.138834958,0.194526818,0.023443565,0.18234543,0.024055829,0.15580361,0.086949364,0.334024563,-0.000981038,0.696676949,0.821279828,99.53338326,98.13369752,1.051986175,0.944979187,0.017655227,0.028654776,0.003170561,1.028449115,1.173395441,1.799939435,0.013789138,1.43680476,0.0014884,0.002272873,0.001249567,9.47e-06,0.021177394,0.023374763,0.045879721,0.000222156,0.041497214,0.017801024,0.002445343,4.412649809,10.0623186,-1.972071067,1.631305519,133.2779776
17,0.725,14.50117946,Male,1.044618989,1.185144891,0.736659467,1.10319302,0.721044816,0.760780201,0.310461989,0.715291333,0.841689634,0.75384363,0.306161475,0.805007939,0.466470607,-0.033575157,-0.397211189,0.401364989,0.100206984,-0.676660205,-0.877337716,0.083307807,1303.877803,44.19937924,22.64785241,808.5158234,561.7832123,836.6129929,532.9415097,0.570790268,0.454236231,603373.8244,637.4992794,636.7649123,0.472792723,0.457556229,0.328847595,0.434890445,0.230894818,0.250086314,6110.0875,6105.0875,0.146740056,0.195721519,0.029416472,0.140039677,0.024151,0.145679948,0.283463392,0.650558099,-0.113512607,0.658455049,0.255975987,99.32467122,98.0316215,0.004916228,0.265880769,0.076645423,4.289494439,0.072515049,1.119584011,0.243542106,0.90287827,27.19774533,0.116353924,5.312466354,1.098312907,0.02246196,0.194507103,0.003979303,0.315081984,0.010564543,0.004509328,0.175882614,0.003443246,0.004422825,4.571660717,17.88271582,-2.17473272,9.366171362,132.4135619
18,1.0,16.273294,Female,1.00220704,1.398097221,0.690917974,1.036854758,0.700368909,0.999299808,0.378140169,0.698209351,0.776303342,0.928299472,0.484287739,0.82561441,0.449340688,0.389201611,0.311608577,0.515184372,0.179410125,-0.043151941,0.069784639,0.258889501,19256.80201,90.29960486,11.18199902,440.8082398,296.5022373,472.8778357,310.5923496,-0.999986529,-0.99760257,738147.9227,275.3045085,285.7879037,-0.176296443,-0.251156648,-0.230621121,-0.22406214,1.94386901,1.865855521,7474.767442,7469.767442,1.018072704,1.040538704,0.324009932,14.51919315,0.060959272,0.42472811,13.39859427,17.76398722,-2.383316655,0.560775587,1.130366595,72.62922992,95.41897617,2.869381685,44.75419675,0.347663839,2.310595554,9.137071242,1.543487586,55.18330271,1.563413173,0.230397078,0.401621748,5.471882429,9.10643475,0.720434028,1.774479958,0.481853925,1.534986165,3.32083962,0.122404949,3.072242908,1.859328225,0.013319131,14.26285797,-5.173317543,3.081231943,3.948680891,164.798871
19,0.727272727,21.34011103,Male,0.801914031,0.785578929,0.8025679,0.81405358,0.748226647,0.495819967,0.455366042,0.778740786,0.775913311,0.420881778,0.382788466,0.790041411,0.200254944,-0.248535782,-0.315635752,0.192104543,-0.397019453,-0.837499454,-0.920096559,-0.369033377,18406.42412,147.1789147,6.840622918,829.7945882,447.5653256,887.5240519,514.0537542,0.312489819,0.437429769,691800.6431,606.2045369,636.3469487,0.492463174,0.379755198,0.442258925,0.443161902,0.316972769,0.114102438,7005.893939,7000.893939,0.536371456,0.654214113,0.094986544,0.624840078,0.024172424,0.137611666,0.31546853,1.585630917,-0.368477297,0.100444106,0.07057453,98.05804304,96.22230702,0.001163709,0.750687107,0.061259147,1.314066231,0.594208666,0.921620982,19.22280354,0.191570582,1.460241911,0.165208071,2.051013408,0.076402494,0.283189408,1.588769759,0.002737678,0.49979896,0.118305441,0.005640518,0.824961006,0.084608426,0.003998787,5.492427776,3.152025248,-5.561900969,5.02551376,133.0568691
20,0.76744186,6.892061879,Male,0.666351165,0.637190046,0.027924553,0.61433717,0.44393535,0.242831335,-0.264432583,0.277182435,0.785671278,0.37890083,-0.062205514,0.626155195,0.535194471,0.242465218,0.181749283,0.545388879,0.120472606,-0.02544255,-0.027954214,0.277666283,47809.47183,760.854838,1.335185589,861.46504,491.235801,917.0571175,511.0001393,0.465761023,0.494732355,360230.0266,614.5383166,627.5050126,0.458446503,0.418925206,0.358115297,0.461109406,0.26838829,0.175193902,3649.174419,3644.174419,0.131014723,0.246794019,0.025496693,0.159542243,0.024214477,0.138794095,0.538806365,0.330753236,0.000849545,0.009626139,0.027220242,98.8437232,98.44694697,0.026673434,1.43739024,0.122538966,0.002307335,0.033897692,5.654009186,0.56414663,2.41978201,41.97511468,0.000736387,0.008657065,0.005859504,0.000274421,0.004449188,0.118825533,2.707208465,0.043903771,0.002141338,0.581472957,0.052114931,0.000668678,1.232064339,21.16867333,1.16705574,-1.859652638,133.3460966
21,0.688888889,16.84296341,Male,0.914286318,0.041930677,0.801614083,0.929204025,0.677252582,-0.243779291,0.311146217,0.631895415,0.944978377,-0.013043846,0.259591391,0.870348028,0.506321199,0.099845187,-0.099200386,0.489891844,0.160137888,-0.081942885,-0.343124331,0.168594124,27212.81138,245.9088305,4.490307143,740.9716944,433.8960848,760.9102074,429.0288708,-0.057013064,-2.72e-05,845293.3427,442.0274874,451.7521745,0.281779615,0.21331503,0.185421527,0.249155188,0.812065427,0.717623846,8559.733333,8553.733333,0.110910838,0.219231708,0.020233506,0.387392775,0.024287599,0.611372753,0.204148419,1.007669354,-0.705625239,1.848020633,4.383633965,98.69659008,97.70755737,3.996107293,3.406470437,0.18353261,0.422205913,0.006228315,4.472623748,0.714510131,20.59241765,0.211439179,2.463857968,0.670736687,2.421611054,0.027449599,0.065147701,0.733851815,0.006029866,1.157334222,0.001601688,0.063713721,0.772095964,0.004704273,5.805647722,-3.244953615,-2.875833108,0.338550396,157.7302583
22,0.575757576,22.5555946,Female,0.723589046,0.552530026,1.021807011,0.599869701,0.641823112,0.308552761,0.661775902,0.579247292,0.853899883,0.507753087,0.742743296,0.784951345,0.638418235,0.810239002,0.719754916,0.67180353,0.396789015,0.73058435,0.553407631,0.44208657,17879.33862,73.82571067,13.86883174,844.7113894,478.9742623,861.8161206,491.0548409,0.34090756,0.341794969,635315.5893,605.7145414,615.0418071,0.452540772,0.388021995,0.330218527,0.410733212,0.304805551,0.270576381,6433.681818,6428.681818,0.92619193,0.156667693,0.054733113,44.39123629,0.02620394,0.09528246,50.75165904,44.60976983,-0.227413583,0.112007674,0.933780631,32.93222555,97.24644115,1.221368633,75.99454147,0.219016546,0.168353872,0.303250934,2.730188816,75.35690972,2.739158136,13.17746815,0.113827173,0.748768559,1.423192133,0.043364291,0.198855437,0.26553731,6.609600326,0.496049965,0.02318762,0.353687737,0.806038955,0.020235045,20.1293102,3.665636359,3.745360774,1.704301537,140.98902
23,0.75862069,26.77411987,Male,0.636137774,0.910053996,-0.221679838,0.290017303,0.424096021,0.935590643,-0.484447866,0.24933539,0.699621891,0.840258533,-0.301154893,0.403585937,0.47282368,1.180470316,-0.145445373,0.629558397,0.023742268,1.104061124,-0.358151782,0.532626436,35128.37724,679.7663211,1.473048839,635.4296795,364.3015455,638.79291,392.7733604,-0.52338445,-0.530415601,750114.4344,452.5604034,470.4373663,0.147137407,0.074057559,0.077190436,0.110880285,1.119721402,1.004135182,7595.534483,7588.534483,0.634912955,0.100905297,0.024089725,12.98302856,0.024037377,0.081790715,12.25491759,8.407059536,0.0,0.069010729,0.014959516,78.22583782,97.29195821,0.014427676,35.52117113,0.004541931,0.078794023,0.002381677,1.043877084,45.97072864,0.135412708,0.410620064,0.663919875,0.036342051,0.001521501,0.000170706,0.001195209,0.000573901,0.049707434,0.005248246,3.68e-06,0.003245712,0.001685147,0.005069667,6.398124137,4.314002883,-3.53415392,3.799469707,153.7940148
24,0.866666667,15.74071867,Male,0.775428113,0.504099403,0.489605324,0.658577604,0.576234719,0.182725864,0.165280288,0.406496617,0.806521975,0.301597355,0.289848682,0.606651692,0.443456651,-0.089472743,-0.180800982,0.297174695,-0.030086721,-0.41341557,-0.569621081,-0.062782534,35750.27627,533.3556717,1.952567701,842.6140293,465.8765889,798.608605,443.1244279,0.528177436,0.565081222,798690.5371,618.3512986,580.594336,0.421738583,0.410119793,0.22968361,0.32742704,0.394412669,0.592121934,8087.966667,8082.966667,0.115054842,0.166652655,0.024755237,0.187239476,0.024665253,0.117102249,0.098764609,0.663221835,-0.010528644,0.095474266,0.002187659,99.56318614,97.48620532,0.001406115,8.894542697,0.208927121,0.091757973,0.009324763,11.14672587,0.442901279,0.153020527,2.161476838,0.019692125,0.383264004,0.020688478,0.130702144,0.033571224,0.001054799,0.454984528,0.006858768,0.039304215,0.513008485,0.017642658,0.00350142,4.294251042,12.84614567,-3.327327523,2.745839323,125.7352727
