Delta_TP9_mean,Delta_AF7_mean,Delta_AF8_mean,Delta_TP10_mean,Theta_TP9_mean,Theta_AF7_mean,Theta_AF8_mean,Theta_TP10_mean,Alpha_TP9_mean,Alpha_AF7_mean,Alpha_AF8_mean,Alpha_TP10_mean,Beta_TP9_mean,Beta_AF7_mean,Beta_AF8_mean,Beta_TP10_mean,Gamma_TP9_mean,Gamma_AF7_mean,Gamma_AF8_mean,Gamma_TP10_mean,GSR RAW_mean,GSR Resistance CAL_mean,GSR Conductance CAL_mean,ET_GazeLeftx_mean,ET_GazeLefty_mean,ET_GazeRightx_mean,ET_GazeRighty_mean,ET_PupilLeft_mean,ET_PupilRight_mean,ET_TimeSignal_mean,ET_DistanceLeft_mean,ET_DistanceRight_mean,ET_CameraLeftX_mean,ET_CameraLeftY_mean,ET_CameraRightX_mean,ET_CameraRightY_mean,ET_ValidityLeft_mean,ET_ValidityRight_mean,Row_mean,SampleNumber_mean,Anger_mean,Contempt_mean,Disgust_mean,Fear_mean,Joy_mean,Sadness_mean,Surprise_mean,Engagement_mean,Valence_mean,Sentimentality_mean,Confusion_mean,Neutral_mean,Attention_mean,Brow Furrow_mean,Brow Raise_mean,Cheek Raise_mean,Chin Raise_mean,Dimpler_mean,Eye Closure_mean,Eye Widen_mean,Inner Brow Raise_mean,Jaw Drop_mean,Lip Corner Depressor_mean,Lip Press_mean,Lip Pucker_mean,Lip Stretch_mean,Lip Suck_mean,Lid Tighten_mean,Mouth Open_mean,Nose Wrinkle_mean,Smile_mean,Smirk_mean,Upper Lip Raise_mean,Blink_mean,BlinkRate_mean,Pitch_mean,Yaw_mean,Roll_mean,Interocular Distance_mean
-0.0063488735,-0.0006194857,0.007716871,-0.029350067,0.0024914257,-0.0016596296,0.00012428309,-0.0022661109,0.00024667272,0.0021224036,0.0008724451,-7.9233585e-05,-0.0054753246,0.0070346016,-2.7501896e-05,-0.013758054,-0.001459702,0.0,0.0,0.0010278961,-0.00013542263,0.0005500335,6.515481e-05,-0.0012683945,1.01584765e-05,0.00041128235,0.0,-0.0008094334,0.0,-0.018537816,0.0005391813,0.0,0.0,-0.0027071224,0.0,-0.00033911777,0.0,0.0,-0.007899112,-0.0014017604,-0.0064298618,0.0002047742,0.000115911855,0.0022778078,0.014843593,-2.7694405e-05,0.0,0.0,-0.0017180875,0.0,-1.1240021e-05,0.0,-8.7753324e-05,2.4451369e-05,0.00027608682,0.0024897205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00083875033,0.0,3.2783242e-05,5.9453363e-05,0.0,0.04256585,0.0,0.0,0.0,0.0,0.0030108565,0.0,0.0,0.0
-0.00037930088,0.0013702161,-0.007363124,-0.0100470865,0.0013274946,-0.0011950128,-0.0006185799,-0.0016073213,-0.00021993212,0.002520999,-0.0019601102,9.904199e-06,-0.0067578508,0.006988613,-2.6023428e-05,0.0064182226,-0.0020574648,0.0,0.0,0.0012458694,7.953617e-05,-0.00086632516,0.00013460801,-0.0051969658,1.01584765e-05,-0.001803787,0.0,-0.0010313042,0.0,0.065143205,0.0004929874,0.0,0.0,-0.0009509059,0.0,-0.0008338749,0.0,0.0,0.027632738,0.004822635,-0.0019698334,-0.00034129032,-0.00011781236,0.003645073,-0.0067254696,2.7694405e-05,0.0,0.0,-0.0027969994,0.0,2.6226713e-05,0.0,8.2144645e-05,-8.557979e-06,0.00043055575,-0.0013076484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016912458,0.0,-3.5831697e-05,-0.00020271068,0.0,-0.020627018,0.0,0.0,0.0,0.0,-0.0021328612,0.0,0.0,0.0
-0.00017931672,-0.004675654,-0.0006035927,0.00424307,-0.0048268717,-0.0024790268,0.00015068558,0.00040922983,-0.0013744794,-0.0035679375,-0.0017620977,9.904199e-06,-0.0009787783,-0.0069217817,8.634046e-05,0.0052048685,-0.0019673936,0.0,0.0,0.0013023124,0.0001264555,-0.00086889067,0.00013460801,-0.0029225887,1.01584765e-05,0.00067315093,0.0,-0.001042344,0.0,-0.019371416,-0.0012863055,0.0,0.0,0.0012497305,0.0,0.00030573166,0.0,0.0,-0.007303042,-0.0015420078,-0.006208296,-0.00034629932,-0.0002798009,0.0038219134,-0.008122876,-2.7694405e-05,0.0,0.0,-0.0029309357,0.0,-1.1240021e-05,0.0,-0.00022540863,-1.8338527e-05,0.00041970232,-0.0023357896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001781733,0.0,-3.5831697e-05,-0.00017705353,0.0,-0.026950072,0.0,0.0,0.0,0.0,-0.0029303806,0.0,0.0,0.0
-0.012432099,-0.0074817594,-0.00020302112,0.014962072,0.0011808624,0.00397089,0.00021897143,0.0014652555,0.00016682099,-0.0014887952,0.00013768226,9.904199e-06,0.0016728317,0.010287656,-1.7226776e-05,0.0057171173,0.00062288466,0.0,0.0,0.0012192682,0.00012096105,0.00042588182,7.025891e-05,-0.002664193,1.01584765e-05,0.0006018916,0.0,-0.00076483743,0.0,0.06531614,0.00050394115,0.0,0.0,-0.0009509059,0.0,-0.00033911777,0.0,0.0,0.02584037,0.005397027,-0.011050228,0.0002971901,-8.24396e-05,0.0033042303,0.013468072,-2.7694405e-05,0.0,0.0,0.0011975024,0.0,-1.1240021e-05,0.0,-9.872348e-05,-1.8338527e-05,0.00047675514,0.00445363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014547197,0.0,3.2783242e-05,0.000102073485,0.0,0.060810555,0.0,0.0,0.0,0.0,0.005238289,0.0,0.0,0.0
-0.007863664,-0.00723787,0.00045242236,-0.01013441,0.0022196488,-0.004077728,0.00014701372,-0.0016073213,-0.00015405151,0.003271778,0.0010477615,9.904199e-06,0.0030477226,0.007472317,-0.0001025405,0.007199752,0.0012119927,0.0,0.0,0.0010623663,0.0001520828,0.0010007237,0.00015374839,-0.0014315149,1.01584765e-05,0.00072513573,0.0,-0.0006440856,0.0,-0.017309839,0.00064068765,0.0,0.0,0.0012497305,0.0,0.00033354995,0.0,0.0,-0.006854708,-0.0014437954,0.0132479835,-0.0004953168,0.0002564642,0.0038277186,-0.0054241247,2.7694405e-05,0.0,0.0,0.0016331397,0.0,2.6226713e-05,0.0,9.0163456e-05,2.4451369e-05,0.00043095424,-0.0014181515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024612444,0.0,-2.622659e-05,0.000102073485,0.0,-0.016656684,0.0,0.0,0.0,0.0,-0.0019961386,0.0,0.0,0.0
-0.00044120406,-0.0054056346,0.007923983,-0.010408838,0.00011227837,0.002809506,0.00025697667,-0.0021880057,2.4183779e-05,-0.0023056904,0.0010102468,-7.9233585e-05,0.0026216565,0.010114078,9.5137104e-05,0.0051144725,0.0011513559,0.0,0.0,0.0014228106,0.00017081968,-0.00051730324,0.00015374839,-0.0073124906,1.01584765e-05,-0.0022706208,0.0,-0.0009402119,0.0,-0.0061575538,0.0006671744,0.0,0.0,-0.0026543594,0.0,-0.00076432916,0.0,0.0,-0.007803669,-0.0015420078,-0.006061711,0.0002971901,-0.0001124097,-0.012772764,-0.0071322336,2.7694405e-05,0.0,0.0,0.0017122504,0.0,-1.1240021e-05,0.0,9.907002e-05,-1.8338527e-05,-0.0017170825,-0.0013969255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015354743,0.0,2.7574331e-05,-0.00026313303,0.0,-0.022169922,0.0,0.0,0.0,0.0,-0.002114938,0.0,0.0,0.0
-0.0008098426,-0.006867178,-0.008213117,-0.0077417446,0.0027033635,0.0024674237,-0.00095102633,-0.0014084304,0.0008027097,-0.0022976557,-0.0020387864,-7.9233585e-05,0.0030841082,-0.0045463713,9.5137104e-05,0.003908384,0.0011467688,0.0,0.0,-0.0010826626,-9.507965e-05,0.000727755,0.00015374839,-0.0034125114,1.01584765e-05,0.0007331507,0.0,-0.00094336295,0.0,-0.0046234205,0.00059782306,0.0,0.0,0.0012497305,0.0,0.00033354995,0.0,0.0,-0.007036065,-0.0014437954,0.010467685,0.00022329293,-0.0001124097,0.004233059,-0.007545976,2.7694405e-05,0.0,0.0,0.0016906405,0.0,2.6226713e-05,0.0,9.907002e-05,-8.557979e-06,0.00044712506,-0.0014660582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013349954,0.0,4.4789627e-05,-0.00028879018,0.0,-0.020748116,0.0,0.0,0.0,0.0,-0.0020925428,0.0,0.0,0.0
-0.00011302563,0.0016719707,0.0003312052,0.004939187,-0.0035947543,-0.0023224922,0.00014594806,0.0007850531,-0.00044548552,0.003228673,-0.0004525973,9.904199e-06,0.0031228012,0.010848761,-0.0001025405,0.0038995086,0.0012209597,0.0,0.0,-0.0010111738,-0.00018528124,-0.00086889067,0.00015374839,-0.0060837804,-3.0475429e-05,0.00066398975,0.0,-0.0009778754,0.0,-0.017823499,0.00057958544,0.0,0.0,0.0012497305,0.0,0.00030573166,0.0,0.0,-0.006814537,-0.0013778956,0.0134440875,0.00012085904,9.912114e-05,0.0036315136,-0.008119898,2.7694405e-05,0.0,0.0,0.001360874,0.0,-1.1240021e-05,0.0,8.2144645e-05,-1.8338527e-05,0.00042439534,-0.002140472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00082325464,0.0,-5.6590507e-05,8.8526765e-05,0.0,-0.02424491,0.0,0.0,0.0,0.0,-0.0028828224,0.0,0.0,0.0
0.026318362,0.015266584,0.0078007127,0.0153651,-0.0020497623,0.005264063,0.00025697667,0.0014319506,0.00012514144,-0.0012372159,0.0010805521,1.257728e-05,-0.0002546032,0.012491665,3.8535436e-05,0.006368165,0.00059387356,0.0,0.0,0.0015605285,0.00012096105,0.00040178464,7.025891e-05,0.018483931,1.01584765e-05,0.00072634674,0.0,0.0039628176,0.0,0.06610843,0.00080716284,0.0,0.0,0.0006669404,0.0,0.00012843499,0.0,0.0,0.024727395,0.004434065,-0.009038708,0.0002971901,-8.24396e-05,0.0037708646,0.018633356,2.7694405e-05,0.0,0.0,0.001291719,0.0,2.6226713e-05,0.0,-9.872348e-05,2.4451369e-05,0.00059613725,0.0046239602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017398985,0.0,7.073814e-05,0.00013156651,0.0,0.06718715,0.0,0.0,0.0,0.0,0.0054989206,0.0,0.0,0.0
-0.0003815855,-0.0035632362,-0.006540851,-0.015497346,-0.0008396066,-0.0017643784,-0.00048237317,-0.000827746,-0.00026226614,-0.003190972,-0.0017700811,9.904199e-06,0.0024847707,-0.0050696605,8.634046e-05,-0.0009809037,0.00063972914,0.0,0.0,-0.0006907755,-6.8601636e-05,0.0004246568,0.00013460801,-0.00556142,1.01584765e-05,-0.001266656,0.0,-0.00067106844,0.0,-0.019562187,-0.0012252033,0.0,0.0,-0.0020828843,0.0,-0.00076432916,0.0,0.0,-0.0075037107,-0.0014437954,-0.018882237,-0.00022313737,-0.0002798009,-0.009946515,0.010337555,-2.7694405e-05,0.0,0.0,-0.0028308048,0.0,-1.1240021e-05,0.0,-0.00022540863,1.1410638e-05,-0.0011315532,0.0027589975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016216878,0.0,1.6555165e-05,-0.0001348589,0.0,-0.014877832,0.0,0.0,0.0,0.0,-0.0021077762,0.0,0.0,0.0
